term,lesson_id,source_quote,timecode,definition_or_context,review_flag
盆底肌,L1374,盆底肌是前連持股後連為股,00:29:33.540,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1374,多做我們陰道的像蓮花冥想,00:30:37.540,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1374,再做盆腔三維呼吸,00:37:09.590,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1374,然後自己按摩陰地,01:07:24.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1375,所以這節課程就叫三維呼吸,00:02:02.580,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1375,那我們用什麼去按摩它,00:05:25.980,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1375,你的盆底肌是放鬆的狀態,00:32:49.150,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1376,那我们今天这节课程呢,00:02:03.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1376,不可以追求用什么呼吸,00:07:52.560,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1376,按摩一下你的整個尾底骨,00:42:18.590,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1377,上面呼吸是自然呼吸,00:09:12.270,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1377,按摩一下你的围地骨,00:53:51.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1377,来我们明天第六节课程,00:57:14.330,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1377,我们会讲莲花冥想,00:57:17.030,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1378,但是早上练完呼吸,00:01:50.390,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1378,就像大家来到私密瑜伽,00:05:57.740,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1378,课程代金券的抽奖,00:09:14.740,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L1378,你看我们通过私密训练,00:55:16.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1378,今天早上叫做连花冥想呀,00:58:09.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1378,我们不是有花园按摩的手法吗,01:37:31.420,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1378,你的盆底肌产生收缩,02:35:23.900,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1380,我們安妮老師已經帶大家做了我們的呼吸練習,00:01:58.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1380,幾個下垂練習這個連花冥想是比較好的,00:02:51.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1380,其實我們練習私密瑜伽是會分不奏的,00:05:53.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1381,因為我們一階段的練習 主要是呼吸練習和盤底的力量練習會更多,00:01:20.580,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1381,然後以它來帶動我們的盆底肌,00:06:55.580,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1381,还有我们的这个连花冥想对吗,01:14:18.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1382,第一个是吸管式呼吸,00:06:27.420,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1383,來 今天我們的八爪與呼吸,00:04:12.750,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1383,從你的盆底肌開始呼,00:16:23.100,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1383,是不是丁丁按摩操的時候,01:10:54.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1383,做這個冥想的時候,01:26:40.100,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1383,除了私密瑜伽以外的課程,01:36:18.720,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1384,所以今天晚上学完这堂课程,00:09:59.950,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1384,可以按摩可以运动呢,00:13:35.950,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1384,为什么呢就是大家在冥想啊,00:14:37.950,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1384,因为在我们私密瑜伽群里面,00:54:26.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1385,今天早上的课程我们仍然是先不入球练习,00:01:09.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1385,第一个是吸管式呼吸,00:04:38.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1387,只要你有做過按摩的,00:31:46.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1387,我們做一個小小的吸管式呼吸,00:33:23.400,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1387,最后一节课程回春工,01:13:33.470,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1388,我們把私密瑜伽裡面,00:03:07.830,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1390,慢機只有通過我們的呼吸,00:00:55.560,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1390,我們想讓盆底肌更靈活,00:29:40.960,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1390,是不是覺得自己給自己做按摩,00:56:36.540,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1391,"那我们盆底肌也是一样的,",00:02:48.400,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1391,"没有去按摩它,没有去跟它进行这种冲雪,",00:11:45.230,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1391,"慢肌的话是要靠呼吸才能够把它去调动起来的,",00:20:52.790,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1391,"我们经常可以做一些冥想,",00:34:55.780,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1392,我們再去做一個呼吸放鬆,00:18:11.720,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1392,这个时候你会发现你盆底肌,00:38:42.970,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1393,因為我們的整個呼吸,00:01:53.380,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1393,但是都是用我們的盆底肌群,00:15:06.520,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1393,你會發現它在按摩你的硬刀臂,00:49:45.230,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1394,堅持練習私密瑜伽和這些拉伸,00:01:28.050,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1394,"好,大大都呼吸還原",00:17:27.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1394,用盆底肌帶動骨盆,00:21:11.850,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1395,他就說他真的就是通過練習私密瑜伽,00:03:49.500,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1395,好 用呼吸來帶動,00:23:51.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1395,啊整個一個盆底肌點位的一個清晰啊,00:52:14.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1395,按摩完以后两边都按完,01:14:34.680,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1395,大家去把那个课程翻开来看,01:18:12.980,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1396,還有也是驗證我們的呼吸,00:01:07.680,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1396,我們只感受我們整個盆底肌的厚,00:44:56.480,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1397,對一定要用呼吸帶動身體擁動,00:07:41.880,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1397,哇 大家旁邊就練這樣呼吸和練聯方冥想,00:19:08.730,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1397,你是把整個盆底肌,00:35:38.940,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1397,我們練習整個私密瑜伽的話,00:40:35.090,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1397,然後你就按摩一下,00:56:12.780,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1398,好 做一个大家呼吸还原,00:11:20.500,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1398,把你的盆底肌都把他們往不同的方向去衍伸,00:12:07.320,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1399,"然后的话呢,再为大家去做一些我们日常在家里面可以去按摩的一些方法,好吗",00:02:17.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1399,"啊,舞变,现在我们对动作熟悉了,熟悉动作以后我们就开始关呼吸,关气息,关你身体气流的走向",00:03:06.470,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1399,你就想象是你用你的盆底肌,00:33:27.190,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1400,每一个呼吸在这停顿七秒钟,00:06:14.370,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1400,如果有時間的同學還可以去做小按摩,01:06:04.210,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1401,因为每次接到这样的课程主题的时候,00:00:47.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1401,私密瑜伽我也练了,00:04:30.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1401,学完我们的呼吸之后啊,00:06:27.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1401,那么冥想高潮的话呢,00:08:42.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1401,盆底肌的也抽醋了,00:12:04.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1402,他是我們男性私密瑜伽的訓練導師,00:03:01.600,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1402,就跟我們的呼吸跟我們盤底都有關係,00:03:45.100,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1402,啊那下面還有我們的盆底肌,00:10:47.790,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1402,復古的這樣子的一些按摩,00:21:07.800,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1403,然後你有沒有在練習我們的私密瑜伽,00:11:07.310,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1403,就是我們先要找到盆底肌,00:12:49.710,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1403,包括通過我們的三維呼吸的時候,00:23:03.100,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1403,外陰的一個按摩紙按半邊,00:42:37.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1404,那是因为练习私密瑜伽吗,00:04:32.910,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1404,听到了他的一堂课程,00:05:07.910,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1404,她每天做大量的呼吸方法,00:25:59.910,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1404,这就是我们盆底肌三大功能,00:32:33.910,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1405,大家來到私密瑜伽,00:04:06.030,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1405,你就用它來做外陰的按摩,01:33:27.120,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1406,私密瑜伽也是一個運動,00:01:09.180,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1406,經常去給它按摩按摩,00:19:23.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1406,我們只需要正常呼吸,00:23:57.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1406,"好,這個時候就可以讓我們的盆底肌",00:35:53.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1407,但我們這樣就呼吸,00:16:09.560,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1407,這個時候我們的盆底肌是橫向拉伸的,00:36:53.280,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1407,就我們練私密瑜伽,01:15:21.940,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1408,我們把呼吸也夾上,00:12:04.270,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1408,我們盆底肌在發力了,00:18:28.080,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1408,我们除了有私密瑜伽,01:30:37.950,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1409,我们要去复习前面的两节课程,00:02:36.400,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1409,向上呼吸来吸气再次向外打开,00:05:41.880,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1409,坐骨中间的这个叫盆底肌,00:23:02.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1409,接下来我们做一个小小的冥想,01:21:28.320,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1410,参加这样的一个课程啊,00:04:40.420,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1410,我们的盆底肌也是一样的,00:09:39.420,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1410,让我们将肋骨伸展过和配合我们的呼吸,00:12:11.240,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1410,你給它多按摩一下,01:38:12.570,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1410,我們整個私密瑜伽,01:41:06.830,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1411,学了我们的第三节课程,00:02:02.070,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1411,对 感受你的盆底肌,00:20:59.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1411,记住重点不在呼吸上,00:41:32.400,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1411,大家一起做一个冥想的话,01:32:32.530,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1411,私密瑜伽所有的动作,01:37:15.530,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1412,因為我們盤底機它本身就是一個呼吸機,00:00:09.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1412,盆底肌的外側做工作,00:07:55.480,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1412,你们可以给它自己做一下按摩,00:40:40.640,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L1412,没有呼吸的私密训练,01:13:21.520,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1412,私密瑜伽和传统的,01:13:41.520,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1412,我们后面高筋课程,01:13:59.520,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1413,然後盆底肌也會出現相對影的狀態,00:18:14.920,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1413,老師我在做呼吸的時候,00:34:25.660,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1413,按摩球啊或者是拍打的工具來去拍打,01:37:18.790,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1414,也相當於在幫我們的軟潮者按摩,00:01:05.530,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1414,月經期間也可以做呼吸練習,00:07:31.690,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1414,自從開始練習私密瑜伽,00:11:23.290,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1414,它也是屬於盆底肌的一部分,00:36:45.990,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1414,3980的高级课程,02:05:28.960,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1415,那我們就把三維呼吸放在最後來,00:03:04.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1415,我們也要去做按摩,00:09:15.440,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1415,明天是我们第六节课程了,01:26:47.480,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1415,明天的连花冥想对于睡眠,01:27:43.800,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1416,然后只是做冥想是没有问题的,00:03:13.180,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1416,就是课程的受课内容,00:03:43.380,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1416,第四天我们就学习了三维呼吸,00:06:48.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1416,感觉盆底肌的收缩更明显,00:07:37.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1416,比如这个按摩师的手是拔粮拔粮的,00:47:40.310,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1416,所以我希望大家走近私密瑜伽,01:44:20.100,从课程原文上下文提取，需人工补充准确定义,needs_human_review
两性关系,L1416,从两性关系开始的,02:18:13.170,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1417,記住配合我們的呼吸,00:11:58.260,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1417,可以做私密瑜伽嗎,00:40:38.370,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1417,同時又能夠讓我們盆底肌的,01:18:10.710,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1417,所以來我們做蓮花冥想,01:19:24.710,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1417,下一个生机版的课程,01:48:09.030,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1417,去按摩能够让我们,01:50:52.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1418,我們配合我們的呼吸,00:03:17.130,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1418,這個球就會幫你的音道內做按摩,01:11:08.060,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1418,因为感课程感到给大家入球,02:03:37.410,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1420,来去进行这个呼吸和意念练习,00:07:34.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1420,那些大师所冥想的时候,00:29:59.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1420,就相當於在給你不同的位置做按摩,00:53:10.500,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1420,咱們表面上看是對咱們這個私密瑜伽,01:50:42.070,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1421,"好,这样为呼吸,",00:05:54.830,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1421,"你的盆底肌也会收住,",00:11:18.470,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1421,"就像做冥想一样,",00:20:14.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1421,它也会在里面给我们进行按摩,00:45:14.910,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1422,你在做内脚呼吸的时候,00:12:44.360,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1422,我們的盆底肌的肌肉,00:48:55.320,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1422,你可以给它稍微做一下按摩,01:41:04.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1422,我都会去上各种的疗愈课程,02:05:13.010,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1422,因为我觉得私密瑜伽,02:20:28.470,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1423,做着呼吸练习做着热身练习都是可以的啊,00:01:50.380,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1423,只能讓我們的這個盆底肌筋收縮,00:51:20.970,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1423,我们的性能量唤醒的那个课程,01:42:52.420,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1423,按摩 對吧 鬆解,02:20:32.880,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1424,然後有日常的去按摩,00:13:52.510,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1424,連花冥想你做了步步高,00:23:46.070,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1424,咱們私密瑜伽練習的話,00:27:03.070,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1424,每天專注於呼吸訓練,01:31:49.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1425,我們的吸管是呼吸,00:38:11.900,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1425,先要盆底肌主动收缩,00:51:14.030,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1425,我今天要去上三天的这个能量疗愈课程,01:58:27.270,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1426,我們要對我們的陰道進行按摩,00:08:25.040,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1426,就是用吸管順呼吸,00:18:02.050,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1426,練私密瑜伽是非常好的,01:55:00.230,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1427,是我們男性私密瑜伽的導師之一,00:05:46.960,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1427,是我們心肺呼吸系統啊,00:31:05.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1427,那我們後面還有我們的蓮花冥想,00:51:46.840,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1427,你會發現我們的盆底肌就會容易緊張,01:03:09.400,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1428,"呼吸,落万,拨肘",00:12:03.010,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1428,盆底肌都是收缩状态,01:51:16.540,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1428,赠送了大家线下课程,01:56:37.150,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1428,音道类的这个按摩和松解,02:04:39.070,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1429,课程当中啊有没有遇到一些什么样的障碍,00:02:47.980,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1429,啊说我们在呼吸的时候,00:03:48.980,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1429,还是就这么去按摩一下,01:35:23.670,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1430,我們要去做按摩和鬆解,00:03:25.090,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1430,我們私密瑜伽的每一個動作,00:10:50.260,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1430,勻起保持十九八七六五四三二一呼吸,00:16:38.270,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1431,我們做私密瑜伽訓練跟其他的訓練吃一樣的,00:01:20.510,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1431,我們再做盆腔吐那呼吸,00:02:39.390,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1431,就跟我們冥想冥想,00:17:23.400,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1431,給自己小花園做個按摩,01:26:21.720,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1432,"好,来,伸手掌心朝上,走过呼吸还原",00:15:52.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1432,我们在自从爱人课程的时候,00:45:13.560,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1432,也是一种冥想的方式,00:50:56.920,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1432,"但是它就会在里面动起来,就把你的阴道里面的这些360度都已经按摩到了",01:16:29.750,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1432,盆底肌的部分都做鬆緊,01:31:13.070,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1433,就通過呼吸去推動,00:03:40.130,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1433,真的是很好的一堂课程,00:41:17.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1433,然后去做一下万音的按摩,01:02:01.570,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1434,好 調整三個身呼吸,00:19:29.930,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1434,我們但凡大家記住在私密瑜伽裡,00:50:35.370,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1434,给自己做一下按摩,01:48:40.760,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1434,但是我前两天去上贝勒老师的课程,01:59:01.960,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1435,爱不爱做冥想 做冥想其实我自己的一个理解,00:02:40.080,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1435,昨天也有姐姐说这个呼吸怎么做,00:03:18.080,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1435,也在方中在做按摩,00:51:00.680,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1435,你的盆底肌还能有力量,01:04:32.570,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1436,只是感受我们的身体自然的呼吸流动,00:13:13.330,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1436,做的时候要去做冥想一样的,00:35:58.810,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1436,线上课程学习很多,00:36:45.810,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1437,調整好我們的呼吸,00:02:56.710,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1437,這個地方先做做按摩,00:45:51.290,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L1437,哪怕是你盆底肌不發力,01:00:38.280,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1437,我們私密瑜伽的每一個動作,01:04:26.800,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1438,欢迎大家来到今天晚上的课程分享,00:00:51.300,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1438,現在練習了私密瑜伽,00:36:30.690,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L1438,可能我有的時候會冥想,00:50:23.290,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1438,就是經常呼吸加上去嗅,01:22:38.010,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L1438,椰子油我會建議大家按摩身體,01:24:53.250,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L1439,应该是见过我也是听过我的课程的啊,00:01:19.290,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L1439,大家应该是已经练了私密瑜伽,00:03:18.900,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L1439,所以你们为什么要练呼吸,00:18:17.360,从课程原文上下文提取，需人工补充准确定义,needs_human_review
