priority_rank,priority_score,session_id,review_item_id,related_event_id,related_comment_id,start_ms,timecode,risk_type,review_reason,evidence_refs,current_ai_status,suggested_review_action,completion_status
394,78,latest_live_01,MR-COURSE-latest_live_01-SEM0051-000001311880,latest_live_01-SEM0051-000001311880,,1311880,00:21:51,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
395,78,latest_live_01,MR-COURSE-latest_live_01-SEM0053-000001362410,latest_live_01-SEM0053-000001362410,,1362410,00:22:42,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
396,78,latest_live_01,MR-COURSE-latest_live_01-SEM0056-000001410190,latest_live_01-SEM0056-000001410190,,1410190,00:23:30,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
397,78,latest_live_01,MR-COURSE-latest_live_01-SEM0058-000001438020,latest_live_01-SEM0058-000001438020,,1438020,00:23:58,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
398,78,latest_live_01,MR-COURSE-latest_live_01-SEM0065-000001581930,latest_live_01-SEM0065-000001581930,,1581930,00:26:21,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
399,78,latest_live_01,MR-COURSE-latest_live_01-SEM0067-000001631490,latest_live_01-SEM0067-000001631490,,1631490,00:27:11,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
400,78,latest_live_01,MR-COURSE-latest_live_01-SEM0069-000001672420,latest_live_01-SEM0069-000001672420,,1672420,00:27:52,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
401,78,latest_live_01,MR-COURSE-latest_live_01-SEM0072-000001733580,latest_live_01-SEM0072-000001733580,,1733580,00:28:53,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
402,78,latest_live_01,MR-COURSE-latest_live_01-SEM0073-000001741300,latest_live_01-SEM0073-000001741300,,1741300,00:29:01,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
403,78,latest_live_01,MR-COURSE-latest_live_01-SEM0077-000001813910,latest_live_01-SEM0077-000001813910,,1813910,00:30:13,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
404,78,latest_live_01,MR-COURSE-latest_live_01-SEM0081-000001902270,latest_live_01-SEM0081-000001902270,,1902270,00:31:42,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
405,78,latest_live_01,MR-COURSE-latest_live_01-SEM0082-000001925470,latest_live_01-SEM0082-000001925470,,1925470,00:32:05,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
406,78,latest_live_01,MR-COURSE-latest_live_01-SEM0083-000001938590,latest_live_01-SEM0083-000001938590,,1938590,00:32:18,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
407,78,latest_live_01,MR-COURSE-latest_live_01-SEM0084-000001954110,latest_live_01-SEM0084-000001954110,,1954110,00:32:34,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
408,78,latest_live_01,MR-COURSE-latest_live_01-SEM0094-000002159590,latest_live_01-SEM0094-000002159590,,2159590,00:35:59,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
409,78,latest_live_01,MR-COURSE-latest_live_01-SEM0095-000002200790,latest_live_01-SEM0095-000002200790,,2200790,00:36:40,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
410,78,latest_live_01,MR-COURSE-latest_live_01-SEM0096-000002231810,latest_live_01-SEM0096-000002231810,,2231810,00:37:11,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
411,78,latest_live_01,MR-COURSE-latest_live_01-SEM0097-000002251360,latest_live_01-SEM0097-000002251360,,2251360,00:37:31,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
412,78,latest_live_01,MR-COURSE-latest_live_01-SEM0099-000002294520,latest_live_01-SEM0099-000002294520,,2294520,00:38:14,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
413,78,latest_live_01,MR-COURSE-latest_live_01-SEM0101-000002356400,latest_live_01-SEM0101-000002356400,,2356400,00:39:16,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
414,78,latest_live_01,MR-COURSE-latest_live_01-SEM0104-000002407810,latest_live_01-SEM0104-000002407810,,2407810,00:40:07,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
415,78,latest_live_01,MR-COURSE-latest_live_01-SEM0106-000002448440,latest_live_01-SEM0106-000002448440,,2448440,00:40:48,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
416,78,latest_live_01,MR-COURSE-latest_live_01-SEM0107-000002488630,latest_live_01-SEM0107-000002488630,,2488630,00:41:28,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
417,78,latest_live_01,MR-COURSE-latest_live_01-SEM0111-000002614050,latest_live_01-SEM0111-000002614050,,2614050,00:43:34,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
418,78,latest_live_01,MR-COURSE-latest_live_01-SEM0116-000002729150,latest_live_01-SEM0116-000002729150,,2729150,00:45:29,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
419,78,latest_live_01,MR-COURSE-latest_live_01-SEM0118-000002757160,latest_live_01-SEM0118-000002757160,,2757160,00:45:57,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
420,78,latest_live_01,MR-COURSE-latest_live_01-SEM0121-000002797910,latest_live_01-SEM0121-000002797910,,2797910,00:46:37,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
421,78,latest_live_01,MR-COURSE-latest_live_01-SEM0134-000003079120,latest_live_01-SEM0134-000003079120,,3079120,00:51:19,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
422,78,latest_live_01,MR-COURSE-latest_live_01-SEM0135-000003118080,latest_live_01-SEM0135-000003118080,,3118080,00:51:58,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
423,78,latest_live_01,MR-COURSE-latest_live_01-SEM0137-000003160400,latest_live_01-SEM0137-000003160400,,3160400,00:52:40,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
424,78,latest_live_01,MR-COURSE-latest_live_01-SEM0139-000003188680,latest_live_01-SEM0139-000003188680,,3188680,00:53:08,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
425,78,latest_live_01,MR-COURSE-latest_live_01-SEM0141-000003272580,latest_live_01-SEM0141-000003272580,,3272580,00:54:32,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
426,78,latest_live_01,MR-COURSE-latest_live_01-SEM0142-000003321350,latest_live_01-SEM0142-000003321350,,3321350,00:55:21,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
427,78,latest_live_01,MR-COURSE-latest_live_01-SEM0143-000003411760,latest_live_01-SEM0143-000003411760,,3411760,00:56:51,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
428,78,latest_live_01,MR-COURSE-latest_live_01-SEM0145-000003517870,latest_live_01-SEM0145-000003517870,,3517870,00:58:37,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
429,78,latest_live_01,MR-COURSE-latest_live_01-SEM0146-000003549090,latest_live_01-SEM0146-000003549090,,3549090,00:59:09,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
430,78,latest_live_01,MR-COURSE-latest_live_01-SEM0147-000003599480,latest_live_01-SEM0147-000003599480,,3599480,00:59:59,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
431,78,latest_live_01,MR-COURSE-latest_live_01-SEM0148-000003617360,latest_live_01-SEM0148-000003617360,,3617360,01:00:17,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
432,78,latest_live_01,MR-COURSE-latest_live_01-SEM0149-000003639470,latest_live_01-SEM0149-000003639470,,3639470,01:00:39,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
433,78,latest_live_01,MR-COURSE-latest_live_01-SEM0151-000003674180,latest_live_01-SEM0151-000003674180,,3674180,01:01:14,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
434,78,latest_live_01,MR-COURSE-latest_live_01-SEM0153-000003743910,latest_live_01-SEM0153-000003743910,,3743910,01:02:23,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
435,78,latest_live_01,MR-COURSE-latest_live_01-SEM0155-000003793910,latest_live_01-SEM0155-000003793910,,3793910,01:03:13,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
436,78,latest_live_01,MR-COURSE-latest_live_01-SEM0156-000003805870,latest_live_01-SEM0156-000003805870,,3805870,01:03:25,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
437,78,latest_live_01,MR-COURSE-latest_live_01-SEM0157-000003814720,latest_live_01-SEM0157-000003814720,,3814720,01:03:34,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
438,78,latest_live_01,MR-COURSE-latest_live_01-SEM0158-000003845380,latest_live_01-SEM0158-000003845380,,3845380,01:04:05,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
439,78,latest_live_01,MR-COURSE-latest_live_01-SEM0161-000003889200,latest_live_01-SEM0161-000003889200,,3889200,01:04:49,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
440,78,latest_live_01,MR-COURSE-latest_live_01-SEM0163-000003945100,latest_live_01-SEM0163-000003945100,,3945100,01:05:45,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
441,78,latest_live_01,MR-COURSE-latest_live_01-SEM0165-000003993370,latest_live_01-SEM0165-000003993370,,3993370,01:06:33,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
442,78,latest_live_01,MR-COURSE-latest_live_01-SEM0168-000004098120,latest_live_01-SEM0168-000004098120,,4098120,01:08:18,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
443,78,latest_live_01,MR-COURSE-latest_live_01-SEM0170-000004143850,latest_live_01-SEM0170-000004143850,,4143850,01:09:03,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
444,78,latest_live_01,MR-COURSE-latest_live_01-SEM0171-000004169040,latest_live_01-SEM0171-000004169040,,4169040,01:09:29,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
445,78,latest_live_01,MR-COURSE-latest_live_01-SEM0172-000004209530,latest_live_01-SEM0172-000004209530,,4209530,01:10:09,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
446,78,latest_live_01,MR-COURSE-latest_live_01-SEM0174-000004268850,latest_live_01-SEM0174-000004268850,,4268850,01:11:08,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
447,78,latest_live_01,MR-COURSE-latest_live_01-SEM0175-000004280530,latest_live_01-SEM0175-000004280530,,4280530,01:11:20,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
448,78,latest_live_01,MR-COURSE-latest_live_01-SEM0176-000004314810,latest_live_01-SEM0176-000004314810,,4314810,01:11:54,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
449,78,latest_live_01,MR-COURSE-latest_live_01-SEM0177-000004340770,latest_live_01-SEM0177-000004340770,,4340770,01:12:20,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
450,78,latest_live_01,MR-COURSE-latest_live_01-SEM0178-000004350210,latest_live_01-SEM0178-000004350210,,4350210,01:12:30,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
451,78,latest_live_01,MR-COURSE-latest_live_01-SEM0181-000004432470,latest_live_01-SEM0181-000004432470,,4432470,01:13:52,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
452,78,latest_live_01,MR-COURSE-latest_live_01-SEM0183-000004497570,latest_live_01-SEM0183-000004497570,,4497570,01:14:57,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
453,78,latest_live_01,MR-COURSE-latest_live_01-SEM0184-000004527130,latest_live_01-SEM0184-000004527130,,4527130,01:15:27,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
454,78,latest_live_01,MR-COURSE-latest_live_01-SEM0188-000004628340,latest_live_01-SEM0188-000004628340,,4628340,01:17:08,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
455,78,latest_live_01,MR-COURSE-latest_live_01-SEM0189-000004673620,latest_live_01-SEM0189-000004673620,,4673620,01:17:53,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
456,78,latest_live_01,MR-COURSE-latest_live_01-SEM0192-000004718480,latest_live_01-SEM0192-000004718480,,4718480,01:18:38,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
457,78,latest_live_01,MR-COURSE-latest_live_01-SEM0194-000004773440,latest_live_01-SEM0194-000004773440,,4773440,01:19:33,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
458,78,latest_live_01,MR-COURSE-latest_live_01-SEM0198-000004839230,latest_live_01-SEM0198-000004839230,,4839230,01:20:39,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
459,78,latest_live_01,MR-COURSE-latest_live_01-SEM0199-000004880690,latest_live_01-SEM0199-000004880690,,4880690,01:21:20,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
460,78,latest_live_01,MR-COURSE-latest_live_01-SEM0200-000004896690,latest_live_01-SEM0200-000004896690,,4896690,01:21:36,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
461,78,latest_live_01,MR-COURSE-latest_live_01-SEM0203-000004965390,latest_live_01-SEM0203-000004965390,,4965390,01:22:45,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
462,78,latest_live_01,MR-COURSE-latest_live_01-SEM0205-000005013060,latest_live_01-SEM0205-000005013060,,5013060,01:23:33,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
463,78,latest_live_01,MR-COURSE-latest_live_01-SEM0207-000005051880,latest_live_01-SEM0207-000005051880,,5051880,01:24:11,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
464,78,latest_live_01,MR-COURSE-latest_live_01-SEM0209-000005120480,latest_live_01-SEM0209-000005120480,,5120480,01:25:20,course_exact_alignment_source_missing,语义像课程讲解，但缺少可审计 direct source quote，不能算有效课程对应。,previous_pack_or_bridge_source_not_sufficient_for_exact_alignment,blocked_source_missing,补课程源包或人工标注该段课程依据；否则保持 blocked_source_missing。,blocked_source_limit
